scene_id,working_point,seed,delay_error_ns,target_velocity_mps,target_snr_db,condition,role,layer,value,status,denominator,definition,reason,theoretical_go_cfar_cell_pfa
base__seed_202__v_p12__snr_p30__delay_p2ns,base,202,2.0,12.0,30.0,A0_Ideal,OFF,false_clusters,599,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p30__delay_p2ns,base,202,2.0,12.0,30.0,A0_Ideal,OFF,protocol_false_detections,599,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p30__delay_p2ns,base,202,2.0,12.0,30.0,A0_Ideal,OFF,false_tracks,196,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p30__delay_p2ns,base,202,2.0,12.0,30.0,A1_Current_unknown_error,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p30__delay_p2ns,base,202,2.0,12.0,30.0,A1_Current_unknown_error,OFF,false_clusters,636,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p30__delay_p2ns,base,202,2.0,12.0,30.0,A1_Current_unknown_error,OFF,protocol_false_detections,636,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p30__delay_p2ns,base,202,2.0,12.0,30.0,A1_Current_unknown_error,OFF,false_tracks,206,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p30__delay_p2ns,base,202,2.0,12.0,30.0,A2_Known_error_correction_upper_bound,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p30__delay_p2ns,base,202,2.0,12.0,30.0,A2_Known_error_correction_upper_bound,OFF,false_clusters,566,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p30__delay_p2ns,base,202,2.0,12.0,30.0,A2_Known_error_correction_upper_bound,OFF,protocol_false_detections,566,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p30__delay_p2ns,base,202,2.0,12.0,30.0,A2_Known_error_correction_upper_bound,OFF,false_tracks,185,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p30__delay_p2ns,base,202,2.0,12.0,30.0,A3_Blind_target_free_estimated_correction,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p30__delay_p2ns,base,202,2.0,12.0,30.0,A3_Blind_target_free_estimated_correction,OFF,false_clusters,616,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p30__delay_p2ns,base,202,2.0,12.0,30.0,A3_Blind_target_free_estimated_correction,OFF,protocol_false_detections,616,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p30__delay_p2ns,base,202,2.0,12.0,30.0,A3_Blind_target_free_estimated_correction,OFF,false_tracks,202,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p30__delay_m2ns,base,202,-2.0,12.0,30.0,A0_Ideal,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p30__delay_m2ns,base,202,-2.0,12.0,30.0,A0_Ideal,OFF,false_clusters,599,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p30__delay_m2ns,base,202,-2.0,12.0,30.0,A0_Ideal,OFF,protocol_false_detections,599,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p30__delay_m2ns,base,202,-2.0,12.0,30.0,A0_Ideal,OFF,false_tracks,196,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p30__delay_m2ns,base,202,-2.0,12.0,30.0,A1_Current_unknown_error,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p30__delay_m2ns,base,202,-2.0,12.0,30.0,A1_Current_unknown_error,OFF,false_clusters,581,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p30__delay_m2ns,base,202,-2.0,12.0,30.0,A1_Current_unknown_error,OFF,protocol_false_detections,581,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p30__delay_m2ns,base,202,-2.0,12.0,30.0,A1_Current_unknown_error,OFF,false_tracks,189,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p30__delay_m2ns,base,202,-2.0,12.0,30.0,A2_Known_error_correction_upper_bound,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p30__delay_m2ns,base,202,-2.0,12.0,30.0,A2_Known_error_correction_upper_bound,OFF,false_clusters,630,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p30__delay_m2ns,base,202,-2.0,12.0,30.0,A2_Known_error_correction_upper_bound,OFF,protocol_false_detections,630,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p30__delay_m2ns,base,202,-2.0,12.0,30.0,A2_Known_error_correction_upper_bound,OFF,false_tracks,195,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p30__delay_m2ns,base,202,-2.0,12.0,30.0,A3_Blind_target_free_estimated_correction,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p30__delay_m2ns,base,202,-2.0,12.0,30.0,A3_Blind_target_free_estimated_correction,OFF,false_clusters,584,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p30__delay_m2ns,base,202,-2.0,12.0,30.0,A3_Blind_target_free_estimated_correction,OFF,protocol_false_detections,584,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p30__delay_m2ns,base,202,-2.0,12.0,30.0,A3_Blind_target_free_estimated_correction,OFF,false_tracks,200,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p30__delay_p4ns,base,202,4.0,12.0,30.0,A0_Ideal,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p30__delay_p4ns,base,202,4.0,12.0,30.0,A0_Ideal,OFF,false_clusters,599,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p30__delay_p4ns,base,202,4.0,12.0,30.0,A0_Ideal,OFF,protocol_false_detections,599,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p30__delay_p4ns,base,202,4.0,12.0,30.0,A0_Ideal,OFF,false_tracks,196,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p30__delay_p4ns,base,202,4.0,12.0,30.0,A1_Current_unknown_error,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p30__delay_p4ns,base,202,4.0,12.0,30.0,A1_Current_unknown_error,OFF,false_clusters,673,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p30__delay_p4ns,base,202,4.0,12.0,30.0,A1_Current_unknown_error,OFF,protocol_false_detections,673,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p30__delay_p4ns,base,202,4.0,12.0,30.0,A1_Current_unknown_error,OFF,false_tracks,227,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p30__delay_p4ns,base,202,4.0,12.0,30.0,A2_Known_error_correction_upper_bound,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p30__delay_p4ns,base,202,4.0,12.0,30.0,A2_Known_error_correction_upper_bound,OFF,false_clusters,628,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p30__delay_p4ns,base,202,4.0,12.0,30.0,A2_Known_error_correction_upper_bound,OFF,protocol_false_detections,628,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p30__delay_p4ns,base,202,4.0,12.0,30.0,A2_Known_error_correction_upper_bound,OFF,false_tracks,202,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p30__delay_p4ns,base,202,4.0,12.0,30.0,A3_Blind_target_free_estimated_correction,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p30__delay_p4ns,base,202,4.0,12.0,30.0,A3_Blind_target_free_estimated_correction,OFF,false_clusters,603,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p30__delay_p4ns,base,202,4.0,12.0,30.0,A3_Blind_target_free_estimated_correction,OFF,protocol_false_detections,603,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p30__delay_p4ns,base,202,4.0,12.0,30.0,A3_Blind_target_free_estimated_correction,OFF,false_tracks,196,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A0_Ideal,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A0_Ideal,OFF,false_clusters,599,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A0_Ideal,OFF,protocol_false_detections,599,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A0_Ideal,OFF,false_tracks,196,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A1_Current_unknown_error,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A1_Current_unknown_error,OFF,false_clusters,611,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A1_Current_unknown_error,OFF,protocol_false_detections,611,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A1_Current_unknown_error,OFF,false_tracks,192,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A2_Known_error_correction_upper_bound,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A2_Known_error_correction_upper_bound,OFF,false_clusters,630,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A2_Known_error_correction_upper_bound,OFF,protocol_false_detections,630,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A2_Known_error_correction_upper_bound,OFF,false_tracks,204,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A3_Blind_target_free_estimated_correction,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A3_Blind_target_free_estimated_correction,OFF,false_clusters,630,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A3_Blind_target_free_estimated_correction,OFF,protocol_false_detections,630,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A3_Blind_target_free_estimated_correction,OFF,false_tracks,210,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A0_Ideal,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A0_Ideal,OFF,false_clusters,599,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A0_Ideal,OFF,protocol_false_detections,599,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A0_Ideal,OFF,false_tracks,196,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A1_Current_unknown_error,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A1_Current_unknown_error,OFF,false_clusters,607,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A1_Current_unknown_error,OFF,protocol_false_detections,607,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A1_Current_unknown_error,OFF,false_tracks,206,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A2_Known_error_correction_upper_bound,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A2_Known_error_correction_upper_bound,OFF,false_clusters,642,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A2_Known_error_correction_upper_bound,OFF,protocol_false_detections,642,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A2_Known_error_correction_upper_bound,OFF,false_tracks,213,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A3_Blind_target_free_estimated_correction,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A3_Blind_target_free_estimated_correction,OFF,false_clusters,670,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A3_Blind_target_free_estimated_correction,OFF,protocol_false_detections,670,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A3_Blind_target_free_estimated_correction,OFF,false_tracks,215,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A0_Ideal,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A0_Ideal,OFF,false_clusters,599,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A0_Ideal,OFF,protocol_false_detections,599,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A0_Ideal,OFF,false_tracks,196,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A1_Current_unknown_error,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A1_Current_unknown_error,OFF,false_clusters,630,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A1_Current_unknown_error,OFF,protocol_false_detections,630,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A1_Current_unknown_error,OFF,false_tracks,200,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A2_Known_error_correction_upper_bound,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A2_Known_error_correction_upper_bound,OFF,false_clusters,661,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A2_Known_error_correction_upper_bound,OFF,protocol_false_detections,661,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A2_Known_error_correction_upper_bound,OFF,false_tracks,222,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A3_Blind_target_free_estimated_correction,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A3_Blind_target_free_estimated_correction,OFF,false_clusters,671,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A3_Blind_target_free_estimated_correction,OFF,protocol_false_detections,671,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A3_Blind_target_free_estimated_correction,OFF,false_tracks,218,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A0_Ideal,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A0_Ideal,OFF,false_clusters,599,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A0_Ideal,OFF,protocol_false_detections,599,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A0_Ideal,OFF,false_tracks,196,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A1_Current_unknown_error,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A1_Current_unknown_error,OFF,false_clusters,599,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A1_Current_unknown_error,OFF,protocol_false_detections,599,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A1_Current_unknown_error,OFF,false_tracks,196,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A2_Known_error_correction_upper_bound,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A2_Known_error_correction_upper_bound,OFF,false_clusters,599,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A2_Known_error_correction_upper_bound,OFF,protocol_false_detections,599,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A2_Known_error_correction_upper_bound,OFF,false_tracks,196,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A3_Blind_target_free_estimated_correction,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A3_Blind_target_free_estimated_correction,OFF,false_clusters,617,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A3_Blind_target_free_estimated_correction,OFF,protocol_false_detections,617,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A3_Blind_target_free_estimated_correction,OFF,false_tracks,199,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p35__delay_p1ns,base,202,1.0,12.0,35.0,A0_Ideal,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p35__delay_p1ns,base,202,1.0,12.0,35.0,A0_Ideal,OFF,false_clusters,599,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p35__delay_p1ns,base,202,1.0,12.0,35.0,A0_Ideal,OFF,protocol_false_detections,599,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p35__delay_p1ns,base,202,1.0,12.0,35.0,A0_Ideal,OFF,false_tracks,196,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p35__delay_p1ns,base,202,1.0,12.0,35.0,A1_Current_unknown_error,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p35__delay_p1ns,base,202,1.0,12.0,35.0,A1_Current_unknown_error,OFF,false_clusters,588,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p35__delay_p1ns,base,202,1.0,12.0,35.0,A1_Current_unknown_error,OFF,protocol_false_detections,588,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p35__delay_p1ns,base,202,1.0,12.0,35.0,A1_Current_unknown_error,OFF,false_tracks,199,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p35__delay_p1ns,base,202,1.0,12.0,35.0,A2_Known_error_correction_upper_bound,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p35__delay_p1ns,base,202,1.0,12.0,35.0,A2_Known_error_correction_upper_bound,OFF,false_clusters,568,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p35__delay_p1ns,base,202,1.0,12.0,35.0,A2_Known_error_correction_upper_bound,OFF,protocol_false_detections,568,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
base__seed_202__v_p12__snr_p35__delay_p1ns,base,202,1.0,12.0,35.0,A2_Known_error_correction_upper_bound,OFF,false_tracks,190,passed,1,unique production debug track IDs with Confirmed/output evidence,,1e-06
base__seed_202__v_p12__snr_p35__delay_p1ns,base,202,1.0,12.0,35.0,A3_Blind_target_free_estimated_correction,OFF,cell_false_hit_fraction,,NOT_EVALUABLE,0,empirical structured-clutter false-hit fraction: hit_cells / valid_cut_count,valid_cut_count_missing_or_non_positive,1e-06
base__seed_202__v_p12__snr_p35__delay_p1ns,base,202,1.0,12.0,35.0,A3_Blind_target_free_estimated_correction,OFF,false_clusters,594,passed,1,explicit false-cluster count in one target-off evaluation,,1e-06
base__seed_202__v_p12__snr_p35__delay_p1ns,base,202,1.0,12.0,35.0,A3_Blind_target_free_estimated_correction,OFF,protocol_false_detections,594,passed,1,all production OFF detection rows; no truth match is possible,,1e-06
